terrai_cod,terrai_nom,etnia_nome,municipio_,uf_sigla,superficie,fase_ti,modalidade,reestudo_t,superfic_1,lon,lat
101,Acapuri de Cima,Kokama,Fonte Boa,AM,198850378,Declarada,Tradicionalmente ocupada,,,,
201,Acimã,Apurinã,Lábrea,AM,40686034,Regularizada,Tradicionalmente ocupada,,,,
401,Água Preta/Inari,Apurinã,Pauini,AM,1397636710,Regularizada,Tradicionalmente ocupada,,,,
501,Águas Belas,Pataxó,Prado,BA,11890649,Regularizada,Tradicionalmente ocupada,,,,
601,Aconã,Tingui-Botó,Traipu,AL,2677862,Regularizada,Reserva Indigena,,,,
701,Aldeia Kondá,Kaingang,Chapecó,SC,2300,Encaminhada RI,Reserva Indigena,,,,
801,Aldeia Limão Verde,Guarani Kaiowá,Amambaí,MS,6680796,Regularizada,Tradicionalmente ocupada,,,,
901,Aldeia Velha,Pataxó,Porto Seguro,BA,2001,Declarada,Tradicionalmente ocupada,,,,
1001,Alto Rio Guamá,Tembé e Timbira,"Garrafão do Norte, Nova Esperança do Piriá, Paragominas, Santa Luzia do Pará",PA,0,Regularizada,Tradicionalmente ocupada,,,,
1101,Alto Rio Negro,"Wanana, Karapanã, Baré, Barasána, Arapáso",Japurá e São Gabriel da Cachoeira,AM,79993811700,Regularizada,Tradicionalmente ocupada,,,,
1201,Alto Rio Purus,"Kaxinawá, Kulina Páno","Manoel Urbano, Santa Rosa do Purus",AC,2631298060,Regularizada,Tradicionalmente ocupada,,,,
1301,Alto Sepatini,Miránha,Lábrea,AM,260956979,Regularizada,Tradicionalmente ocupada,,,,
1401,Alto Tarauacá,Isolados,"Feijó, Jordão",AC,1426191070,Regularizada,Tradicionalmente ocupada,,,,
1501,Alto Turiaçu,Ka´apor,"Centro do Guilherme, Zé Doca, Araguanã, Maranhãozinho, Santa Luzia do Paruá, Centro Novo do Maranhão",MA,5305247420,Regularizada,Tradicionalmente ocupada,,,,
1601,Amambai,Guarani Kaiowá,Amambaí,MS,24295454,Regularizada,Tradicionalmente ocupada,,,,
1801,Anambé,Anambé,Moju,PA,78828329,Regularizada,Tradicionalmente ocupada,,,,
1901,Ananás,Makuxí,Amajari,RR,1769422,Regularizada,Tradicionalmente ocupada,,,,
2001,Andirá-Marau,Sateré-Mawé,"Parintins, Aveiro, Maués,Barreirinha, Itaituba",AM/PA,788528383,Regularizada,Tradicionalmente ocupada,,,,
2101,Aningal,Makuxí,Amajari,RR,76270391,Regularizada,Tradicionalmente ocupada,,,,
2201,Anta,Wapixana,Alto Alegre,RR,31738226,Regularizada,Tradicionalmente ocupada,,,,
2301,Apiaka/Kayabi,"Apiaká, Kaiabi",Juara,MT,1092453820,Regularizada,Tradicionalmente ocupada,,,,
2401,Apinayé,Apinayé,"Cachoeirinha, Itaguatins, São Bento do Tocantins, Tocantinopolis",TO,1419042090,Regularizada,Tradicionalmente ocupada,,,,
2501,Apipica,Múra,Careiro da Várzea,AM,6527562,Regularizada,Tradicionalmente ocupada,,,,
2601,Apucarana,Kaingang,Londrina,PR,5574945,Regularizada,Tradicionalmente ocupada,,,,
2701,Apurinã do Igarapé São João,Apurinã,Tapauá,AM,182324221,Regularizada,Tradicionalmente ocupada,,,,
2801,Apurinã Igarapé Tauamirim,Apurinã,Tapauá,AM,964565072,Regularizada,Tradicionalmente ocupada,,,,
2901,Apurinã Km 124 BR-317,Apurinã,"Lábrea, Boca do Acre",AM,421976055,Regularizada,Tradicionalmente ocupada,,,,
3002,Apyterewa,Parakanã,São Félix do Xingu,PA,7734700310,Regularizada,Tradicionalmente ocupada,,,,
3101,Araçá,Wapixana,Amajari,RR,0,Regularizada,Tradicionalmente ocupada,,,,
3201,Arara,Arara do Acre,"Medicilândia, Altamira, Brasil Novo, Uruará",PA,274010024,Regularizada,Tradicionalmente ocupada,,,,
3301,Arara do Rio Branco,Arara do Acre,"Aripuanã, Colniza",MT,1148424750,Regularizada,Tradicionalmente ocupada,,,,
3401,Arara do Igarapé Humaitá,Arara do Acre,"Tarauacá, Porto Walter",AC,875716965,Regularizada,Tradicionalmente ocupada,,,,
3501,Araribá,"Guarani Kaiowa, Terena",Avaí,SP,19303369,Regularizada,Tradicionalmente ocupada,,,,
3601,Arariboia,Guajá,"Buriticupu, Arame, Amarante do Maranhão, Bom jesus das Selvas, Grajau, Santa Luzia",MA,4132880470,Regularizada,Tradicionalmente ocupada,,,,
3701,Arary,Múra,"Borba, Novo Aripuanã",AM,40750,Declarada,Tradicionalmente ocupada,,,,
3801,Araweté Igarapé Ipixuna,Araweté,"Senador José Porfírio, São Felix do Xingu, Altamira",PA,0,Regularizada,Tradicionalmente ocupada,,,,
3901,Areões,Xavante,Água Boa,MT,218515,Regularizada,Tradicionalmente ocupada,,,,
4201,Aripuanã,Cinta Larga,"Juína, Aripuanã",MT,750649265,Regularizada,Tradicionalmente ocupada,,,,
4301,Ariramba,Mura,Manicore,AM,103575323,Regularizada,Tradicionalmente ocupada,,,,
4401,Arroio-Korá,Guarani Kaiowá,Paranhos,MS,71757747,Homologada,Tradicionalmente ocupada,,,,
4501,Atikum,Atikum,"Salgueiro, Belém de São Francisco, Carnaubeira da Penha, Mirandiba",PE,162901893,Regularizada,Tradicionalmente ocupada,,,,
4602,Avá-Canoeiro,Ava-Canoeiro,"Colinas do Sul, Minaçu",GO,38000,Declarada,Tradicionalmente ocupada,,,,
4701,Avá-Guarani do Ocoí,Guarani Kaiowá,São Miguel do Iguaçu,PR,231887,Regularizada,Reserva Indigena,,,,
4801,Awa,Guajá,"São João do Carú, Governador Newton Bello, Centro Novo do Maranhão, Ze Doca",MA,1165829180,Regularizada,Tradicionalmente ocupada,,,,
4901,Bacurizinho,Guajajara,Grajau,MA,824324931,Regularizada,Tradicionalmente ocupada,,X,,
4902,Bacurizinho,Guajajara,Grajau,MA,134040,Declarada,Tradicionalmente ocupada,Reestudo,,,
5001,Badjonkore,Kayapó,"São Félix do Xingu, Cumaru do Norte",PA,2219816370,Regularizada,Tradicionalmente ocupada,,,,
5101,Baia do Guató,Guató,"Poconé, Barão de Melgaço",MT,19164,Declarada,Tradicionalmente ocupada,,,,
5201,Bakairi,Bakairí,"Paranatinga, Planalto da Serra",MT,614054605,Regularizada,Tradicionalmente ocupada,,,,
5301,Balaio,"Desána, Tariana, Tukano",São Gabriel da Cachoeira,AM,2572814600,Regularizada,Tradicionalmente ocupada,,,,
5402,Banawá,Banawa,"Lábrea, Camutama, Tapauá",AM,1926596670,Declarada,Tradicionalmente ocupada,,,,
5501,Barão de Antonina,Kaingang,São Jerônimo da Serra,PR,3750722,Regularizada,Tradicionalmente ocupada,,,,
5601,Barata Livramento,"Wapixana, Makuxi",Alto Alegre,RR,128832701,Regularizada,Tradicionalmente ocupada,,,,
5701,Barra,"Atikum, Kiriri",Muquém de São Francisco,BA,62,Regularizada,Tradicionalmente ocupada,,,,
5801,Barra Velha,Pataxó,Porto Seguro,BA,8627459,Regularizada,Tradicionalmente ocupada,,X,,
5802,Barra Velha do Monte Pascoal,Pataxó,Porto Seguro,BA,52748,Delimitada,Tradicionalmente ocupada,Reestudo,,,
5901,Barreira da Missão,"Kambéba, Kokama",Tefé,AM,17724237,Homologada,Tradicionalmente ocupada,,,,
6001,Batovi,Wauja,Gaúcha do Norte,MT,51589817,Regularizada,Tradicionalmente ocupada,,,,
6101,Baú,Kayapó,Altamira,PA,15409301600,Regularizada,Tradicionalmente ocupada,,,,
6201,Betania,Tikúna,"Santo Antônio do Içá, Tonantins, Amatura",AM,1227690270,Regularizada,Tradicionalmente ocupada,,,,
6301,Boa Vista Sertão do Promirim,Guarani,Ubatuba,SP,9063886,Regularizada,Tradicionalmente ocupada,,X,,
6302,Boa Vista Sertão do Promirim,Guaraní,Ubatuba,SP,5420,Delimitada,Tradicionalmente ocupada,Reestudo,,,
6401,Boca do Acre,Apurinã,"Boca do Acre, Lábrea",AM,262404231,Regularizada,Tradicionalmente ocupada,,,,
6501,Bom Intento,Tikúna,Benjamin Constant,AM,1613043,Regularizada,Tradicionalmente ocupada,,,,
6601,Bom Jesus,Makuxí,Bonfim,RR,8591271,Regularizada,Tradicionalmente ocupada,,,,
6701,Boqueirão,"Makuxí, Wapixana",Alto Alegre,RR,163540776,Regularizada,Tradicionalmente ocupada,,,,
6901,Brejo do Burgo,Pankararé,"Rodelas, Gloria, Paulo Afonso",BA,179248496,Regularizada,Tradicionalmente ocupada,,,,
7001,Buriti,Terena,"Dois Irmãos do Buriti, Sidrolandia",MS,20901691,Regularizada,Tradicionalmente ocupada,,X,,
7002,Buriti,Terena,"Dois Irmãos do Buriti, Sidrolandia",MS,17200,Declarada,Tradicionalmente ocupada,Reestudo,,,
7101,Buritizinho,Guarani Kaiowá,Sidrolândia,MS,97428,Regularizada,Tradicionalmente ocupada,,,,
7201,Caarapó,Guarani Kaiowá,Caarapó,MS,35944154,Regularizada,Tradicionalmente ocupada,,,,
7301,Cabeceira do Rio Acre,Yaminawa,"Assis Brasil, Sena Madureira",AC,785125834,Regularizada,Tradicionalmente ocupada,,,,
7401,Cacau do Tarauaca,Kulina Páno,Envira,AM,283672948,Regularizada,Tradicionalmente ocupada,,,,
7501,Cachoeira dos Inácios,Guarani Mbya,Imaruí,SC,80,Regularizada,Reserva Indigena,,,,
7601,Cachoeira Seca,Arara do Acre,"Altamira, Placas, Uruará",PA,7336882510,Declarada,Tradicionalmente ocupada,,,,
7701,Cachoeirinha,Terena,Miranda,MS,26581634,Regularizada,Tradicionalmente ocupada,,X,,
7702,Cachoeirinha,Terena,Miranda,MS,36288,Declarada,Tradicionalmente ocupada,Reestudo,,,
7801,Cacique Doble,"Kaingang, Guarani","Cacique Doble, São Jose do Ouro",RS,44262833,Regularizada,Tradicionalmente ocupada,,,,
7901,Caiçara/Ilha de São Pedro,Xocó,Porto da Folha,SE,43167768,Regularizada,Tradicionalmente ocupada,,,,
8001,Caieiras Velha,Guarani e Tupiniquim,Aracruz,ES,29972533,Regularizada,Tradicionalmente ocupada,,X,,
8003,Tupiniquim,Tupinambá,"Buerarema, Ilhéus, Una",ES,142827968,Homologada,Tradicionalmente ocupada,Reestudo,,,
8101,Caititu,Apurinã,Lábrea,AM,3080626160,Regularizada,Tradicionalmente ocupada,,,,
8201,Cajueiro,Makuxí,Amajari,RR,43038482,Regularizada,Tradicionalmente ocupada,,,,
8301,Cajuhiri Atravessado,"Tikúna, Kambeba, Miranha",Coari,AM,12500,Declarada,Tradicionalmente ocupada,,,,
8401,Camadeni,Jamamadí,Pauini,AM,1509305550,Regularizada,Tradicionalmente ocupada,,,,
8501,Camicua,Apurinã,Boca do Acre,AM,585195999,Regularizada,Tradicionalmente ocupada,,,,
8601,Campinas/Katukina,Katukina,Cruzeiro do Sul,AC,326236443,Regularizada,Tradicionalmente ocupada,,,,
8701,Cana Brava/Guajajara,Tenetehara,"Grajaú, Barra do Corda,Jenipapo dos Vieiras",MA,1373295430,Regularizada,Tradicionalmente ocupada,,,,
8801,Canauanim,"Wapixana, Makuxi",Cantá,RR,111824372,Regularizada,Tradicionalmente ocupada,,,,
8901,Cantagalo,Guarani Mbya,"Viamão, Porto Alegre",RS,2836761,Homologada,Tradicionalmente ocupada,,,,
9101,Capivari,Guarani Mbya,Palmares do Sul,RS,433215,Regularizada,Tradicionalmente ocupada,,,,
9201,Capoto/Jarina,Kayapó,"Santa Cruz do Xingú, São Jose do Xingu, Paixoto Azevedo",MT,6349152260,Regularizada,Tradicionalmente ocupada,,,,
9301,Caramuru/Paraguassu,Pataxo Há-Há-Há,"Camacan, Itaju da Colonia, Pau Brasil",BA,54105,Encaminhada RI,Reserva Indigena,,,,
9401,Carretão I,Tapuia,"Nova América, Rubiataba",GO,16664512,Regularizada,Tradicionalmente ocupada,,,,
9501,Carretão II,Tapuia,Nova América,GO,775043,Regularizada,Tradicionalmente ocupada,,,,
9601,Carreteiro,Kaingang,Água Santa,RS,6029751,Regularizada,Tradicionalmente ocupada,,,,
9701,Caru,Tenetehara,Bom Jardim,MA,1726673780,Regularizada,Tradicionalmente ocupada,,,,
9801,Catipari/Mamoria,Apurinã,Pauini,AM,1150443510,Regularizada,Tradicionalmente ocupada,,,,
9901,Cerrito,Guarani Nhandeva,Eldorado,MS,19509806,Regularizada,Tradicionalmente ocupada,,,,
10001,Chão Preto,Xavante,Campinápolis,MT,127418456,Regularizada,Tradicionalmente ocupada,,,,
10101,Coata-Laranjal,Mundurukú,Borba,AM,11532101100,Regularizada,Tradicionalmente ocupada,,,,
10201,Comboios,"Guarani, Tupiniquim",Aracruz,ES,29836511,Regularizada,Tradicionalmente ocupada,,X,,
10301,Coroa Vermelha,Pataxó,"Porto Seguro, Santa Cruz Cabralia",BA,0,Regularizada,Tradicionalmente ocupada,,,,
10401,Córrego João Pereira,Tremembé,"Acarau, Itarema",CE,31623901,Regularizada,Tradicionalmente ocupada,,,,
10601,Cuia,Múra,Autazes,AM,13223875,Regularizada,Tradicionalmente ocupada,,,,
10701,Cuiu-Cuiu,Miránha,Maraã,AM,364509765,Regularizada,Tradicionalmente ocupada,,,,
10801,Cunhã-Sapucaia,Múra,"Autazes, Borba",AM,4714505390,Regularizada,Tradicionalmente ocupada,,,,
10901,Deni,Dení,"Lábrea, Pauini, Tapaua, Itamarati",AM,1531303500,Regularizada,Tradicionalmente ocupada,,,,
11001,Diahui,Diahói,Humaitá,AM,47354603,Regularizada,Tradicionalmente ocupada,,,,
11101,Dourados,"Guarani Nhandeva, Guarani Kaiowá, Terena","Dourados, Itaporã",MS,34745957,Regularizada,Tradicionalmente ocupada,,,,
11201,Enawenê-Nawê,Enawenê-Nawê,"Comodoro,Juina, Sapezal",MT,7420886780,Regularizada,Tradicionalmente ocupada,,,,
11301,Entre Serras,Pankararú,"Tacaratu, Jatoba, Petrolandia",PE,75500875,Regularizada,Tradicionalmente ocupada,,,,
11401,Erikpatsá,Rikbaktsa,Brasnorte,MT,79934801,Regularizada,Tradicionalmente ocupada,,,,
11501,Escondido,Rikbaktsa,Cotriguaçu,MT,168938468,Regularizada,Tradicionalmente ocupada,,,,
11601,Espírito Santo,Kokama,Jutaí,AM,338490871,Regularizada,Tradicionalmente ocupada,,,,
11801,Estação Parecis,Paresí,Diamantino,MT,2170,Delimitada,Tradicionalmente ocupada,,,,
11901,Estivadinho,Paresí,Tangará da Serra,MT,20319414,Regularizada,Tradicionalmente ocupada,,,,
12001,Estrela da Paz,Tikúna,Jutaí,AM,128764893,Regularizada,Tradicionalmente ocupada,,,,
12101,Évare I,Tikúna,"São Paulo de Olivença, Santo Antonio do Iça, Tabatinga",AM,5481775960,Regularizada,Tradicionalmente ocupada,,,,
12201,Évare II,Tikúna,São Paulo de Olivença,AM,1762057180,Regularizada,Tradicionalmente ocupada,,,,
12301,Faxinal,Kaingang,Cândido de Abreu,PR,20438948,Homologada,Tradicionalmente ocupada,,,,
12401,Fazenda Bahiana,Pataxó,Camamu,BA,0,Regularizada,Tradicionalmente ocupada,,,,
12501,Fazenda Canto,Xucuru - Kariri,Palmeira dos Índios,AL,2765494,Regularizada,Reserva Indigena,,,,
12601,Tuxá de Inajá,Tuxá,Inajá,PE,140,Regularizada,Reserva Indigena,,,,
12701,Fazenda Guarani,"Pataxó, Krenak","Senhora do Porto, Carmesia",MG,32697126,Regularizada,Tradicionalmente ocupada,,,,
12801,Figueiras,Paresí,"Barra do Bugres, Tangara da Serra",MT,98589291,Regularizada,Tradicionalmente ocupada,,,,
12901,Fortaleza do Castanho,Múra,Manaquiri,AM,27561622,Regularizada,Tradicionalmente ocupada,,,,
13001,Fortaleza do Patauá,Apurinã,Manacapuru,AM,7435829,Regularizada,Tradicionalmente ocupada,,,,
13101,Fulni-ô,Fulni-ô,"Águas Belas, Itaiba",PE,11505,Regularizada,Reserva Indigena,,,,
13201,Funil,Xerente,Tocantínia,TO,157037974,Regularizada,Tradicionalmente ocupada,,,,
13301,Galibi,Galibi do Oiapoque,Oiapoque,AP,66891928,Regularizada,Tradicionalmente ocupada,,,,
13401,Gavião,Múra,Careiro da Várzea,AM,86118548,Regularizada,Tradicionalmente ocupada,,,,
13501,Geralda Toco Preto,Timbira,"Arame, Itaipava do Grajaú",MA,185062081,Regularizada,Tradicionalmente ocupada,,,,
13601,Governador,"Gavião Pukobiê, Tenetehara",Amarante do Maranhão,MA,416437567,Regularizada,Tradicionalmente ocupada,,,,
13701,Guaimbé,Guarani Kaiowá,Laguna Carapã,MS,7169316,Regularizada,Tradicionalmente ocupada,,,,
13801,Guajahã,Apurinã,Pauini,AM,50368446,Regularizada,Tradicionalmente ocupada,,,,
14001,Guarani Araponga,Guaraní,Parati,RJ,2132033,Regularizada,Tradicionalmente ocupada,,,,
14101,Guarani Barra do Ouro,Guaraní,"Maquiné, Riozinho, Caraa",RS,22686045,Regularizada,Tradicionalmente ocupada,,,,
14201,Guarani da Barragem,Guarani Kaiowa,São Paulo,SP,0,Regularizada,Tradicionalmente ocupada,,X,,
14301,Guarani de Águas Brancas,Guaraní,Arambaré,RS,230,Declarada,Tradicionalmente ocupada,,,,
14401,Guarani de Bracui,Guaraní,Angra dos Reis,RJ,21278664,Regularizada,Tradicionalmente ocupada,,,,
14501,Guarani do Aguapeu,Guaraní,Mongaguá,SP,43722599,Regularizada,Tradicionalmente ocupada,,,,
14601,Guarani de Araçai,Guaraní,"Cunha Porã, Saudades",SC,2721,Declarada,Tradicionalmente ocupada,,,,
14701,Guarani Votouro,Guaraní,Benjamin Constant do Sul,RS,717377,Regularizada,Tradicionalmente ocupada,,,,
14801,Guarita,"Kaingang, Guarani","Erval Seco, Redentora, Tenete Portela",RS,234068684,Regularizada,Tradicionalmente ocupada,,,,
14901,Guasuti,Guarani Kaiowá,Aral Moreira,MS,9587993,Regularizada,Tradicionalmente ocupada,,,,
15001,Guató,Guató,Corumbá,MS,109847941,Regularizada,Tradicionalmente ocupada,,,,
15101,Guyraroká,Guarani Kaiowá,Caarapó,MS,11440,Declarada,Tradicionalmente ocupada,,,,
15201,Hi Merimã,Himarimã,"Lábrea, Tapaua",AM,6778403200,Regularizada,Tradicionalmente ocupada,,,,
15301,Ibirama,"Xokléng, Kaingang, Guarani","Doutor Pedrinho, Jose Boiteux, Vitor Meireles, Itaitipolis, Rio Negrinho",SC,14084886,Regularizada,Tradicionalmente ocupada,,X,,
15302,Ibirama La Klanô,"Xokléng, Kaingang, Guarani","Doutor Pedrinho, Jose Boiteux, Vitor Meireles, Itaitipolis, Rio Negrinho",SC,37108,Declarada,Tradicionalmente ocupada,Reestudo,,,
15401,Ibotirama,Tuxá,Ibotirama,BA,20197079,Regularizada,Reserva Indigena,,,,
15501,Icatu,"Terena, Kaingang",Braúna,SP,3009625,Regularizada,Tradicionalmente ocupada,,,,
15601,Igarapé Capana,Jamamadí,Boca do Acre,AM,1225556650,Regularizada,Tradicionalmente ocupada,,,,
15701,Igarapé do Caucho,Kaxinawá,"Feijó, Tarauaca",AC,123178938,Regularizada,Tradicionalmente ocupada,,,,
15801,Igarapé Grande,Kambéba,Alvarães,AM,15396777,Regularizada,Tradicionalmente ocupada,,,,
16101,Igarapé Lage,Pakaa Nova,"Guajará-Mirim , Nova Mamore",RO,1073211790,Regularizada,Tradicionalmente ocupada,,,,
16201,Igarapé Lourdes,Gavião de Rondônia,Ji-Paraná,RO,1855335770,Regularizada,Tradicionalmente ocupada,,,,
16301,Igarapé Ribeirão,Pakaa Nova,Nova Mamoré,RO,478633178,Regularizada,Tradicionalmente ocupada,,,,
16501,Ilha da Cotinga,Guaraní,Paranaguá,PR,1701202,Regularizada,Tradicionalmente ocupada,,,,
16601,Ilha do  Camaleão,Tikuna,Ananã,AM,0,Regularizada,Tradicionalmente ocupada,,,,
16803,Imbiriba,Pataxó,Porto Seguro,BA,4083384,Regularizada,Tradicionalmente ocupada,,,,
16901,Inauini/Teuini,Jamamadí,"Boca do Acre, Pauini",AM,0,Regularizada,Tradicionalmente ocupada,,,,
17001,Inawebohona,"Javaé, Karaja","Pium, Lagoa da Confusão",TO,3771135740,Regularizada,Tradicionalmente ocupada,,,,
17101,Inhacorá,Kaingang,São Valério do Sul,RS,28433796,Regularizada,Tradicionalmente ocupada,,,,
17201,Ipixuna,Diahói,Humaitá,AM,215362,Regularizada,Tradicionalmente ocupada,,,,
17301,Irantxe,Irantxe,Brasnorte,MT,0,Regularizada,Tradicionalmente ocupada,,X,,
17302,Manoki,"Makuxi, Wapixana",Bonfim,MT,2505398290,Declarada,Tradicionalmente ocupada,Reestudo,,,
17401,Irapuá,Guaraní,Caçapava do Sul,RS,222,Delimitada,Tradicionalmente ocupada,,,,
17501,Itaitinga,Múra,Autazes,AM,1358842,Regularizada,Tradicionalmente ocupada,,,,
17601,Itaóca,Guarani Mbya,Mongaguá,SP,533,Declarada,Tradicionalmente ocupada,,,,
17701,Ivai,Kaingang,"Pitanga , Manoel Ribas",PR,73063478,Regularizada,Tradicionalmente ocupada,,,,
17801,Jabuti,"Wapixana, Makuxi",Bonfim,RR,142106996,Regularizada,Tradicionalmente ocupada,,,,
17901,Jacamim,"Jaricuna, Wapixana","Caracaraí , Bonfim",RR,1934935690,Regularizada,Tradicionalmente ocupada,,,,
18001,Jacaré de São Domingos,Potiguara,"Rio Tinto, Marcação",PB,50322431,Regularizada,Tradicionalmente ocupada,,,,
18101,Jaguapiré,Guarani Kaiowá,Tacuru,MS,23420155,Regularizada,Tradicionalmente ocupada,,,,
18201,Jaguari,Guarani Kaiowá,Amambaí,MS,4047055,Regularizada,Tradicionalmente ocupada,,,,
18301,Jaminaua/Envira,Kulina Madijá,Feijó,AC,806181798,Regularizada,Tradicionalmente ocupada,,,,
18401,Jaminawa Arara do Rio Bagé,"Arara do Acre, Yaminawa","Jordão, Marechgal Thaumaturgo",AC,289261102,Regularizada,Tradicionalmente ocupada,,,,
18501,Jaminawa do Igarapé Preto,Yaminawa,Rodrigues Alves,AC,256516167,Regularizada,Tradicionalmente ocupada,,,,
18601,Japuira,Rikbaktsa,Juara,MT,0,Regularizada,Tradicionalmente ocupada,,,,
18701,Jaquiri,Kambéba,Uarini,AM,18199825,Regularizada,Tradicionalmente ocupada,,,,
18801,Jaraguá,Guarani,"São Paulo, Osasco",SP,17566,Regularizada,Tradicionalmente ocupada,,,,
18802,Jaraguá,Guaraní,"São Paulo, Osasco",SP,532,Delimitada,Tradicionalmente ocupada,Reestudo,,,
18901,Jarara,Guarani Kaiowá,Juti,MS,4790728,Homologada,Tradicionalmente ocupada,,,,
19001,Jarawara/Jamamadi/Kanamati,"Yaminawa, Jamamadi, Kanamari","Lábrea, Tapaua",AM,3902330540,Regularizada,Tradicionalmente ocupada,,,,
19101,Jarudore,Boróro,Poxoréo,MT,4706,Regularizada,Tradicionalmente ocupada,,,,
19201,Jatuarana,Apurinã,Manacapuru,AM,52517956,Regularizada,Tradicionalmente ocupada,,,,
19301,Jauary,Múra,Autazes,AM,24831,Delimitada,Tradicionalmente ocupada,,,,
19402,Geripancó,Jeripancó,Água Branca,AL,200,Regularizada,Tradicionalmente ocupada,,,,
19501,Juininha,Paresí,Conquista d´Oeste,MT,705375203,Regularizada,Tradicionalmente ocupada,,,,
19601,Juma,Juma,Canutama,AM,383511496,Regularizada,Tradicionalmente ocupada,,,,
19701,Jumina,"Karipuna, Galibi do Oiapoque",Oiapoque,AP,416012713,Regularizada,Tradicionalmente ocupada,,,,
20001,Kadiwéu,"Kadiwéu, Terena, Kiinknau",Porto Murtinho,MS,5385357800,Regularizada,Tradicionalmente ocupada,,,,
20101,Kaingang de Iraí,Kaingang,Iraí,RS,2797956,Regularizada,Tradicionalmente ocupada,,,,
20201,Kambiwá,Kambiwá,"Ibimirim, Inaja, Floresta",PE,314953123,Regularizada,Tradicionalmente ocupada,,,,
20301,Kampa do Igarapé Primavera,Ashaninka,Tarauacá,AC,219872303,Regularizada,Tradicionalmente ocupada,,,,
20401,Kampa do Rio Amonea,Ashaninka,Marechal Thaumaturgo,AC,0,Regularizada,Tradicionalmente ocupada,,,,
20501,Kampa e Isolados do Rio Envira,Ashaninka,"Feijó, Jordão",AC,2327950380,Regularizada,Tradicionalmente ocupada,,,,
20601,Kanamari do Rio Juruá,Kanamarí,"Eirunepé, Itamarati, Pauini",AM,0,Regularizada,Tradicionalmente ocupada,,,,
20701,Kanela,Kanela,"Barra do Corda, Fernando Falcão",MA,1252121630,Regularizada,Tradicionalmente ocupada,,,,
20702,Kanela Memortumré,Kanela,"Barra do Corda, Fernando Falcão",MA,100221,Delimitada,Tradicionalmente ocupada,Reestudo,,,
20801,Kantaruré,Kantaruré,Glória,BA,1811867,Regularizada,Tradicionalmente ocupada,,,,
20901,Kapinawá,Kapinawá,Buíque,PE,124030917,Regularizada,Tradicionalmente ocupada,,,,
21001,Karajá de Aruanã I,Karajá,Aruanã,GO,142569,Regularizada,Tradicionalmente ocupada,,,,
21101,Karajá de Aruanã II,Karajá,Cocalinho,MT,8932687,Regularizada,Tradicionalmente ocupada,,,,
21201,Karajá de Aruanã III,Karajá,Aruanã,GO,7051748,Regularizada,Tradicionalmente ocupada,,,,
21301,Karajá Santana do Araguaia,Karajá,Santa Maria das Barreiras,PA,14856063,Regularizada,Tradicionalmente ocupada,,,,
21401,Karapotó,Karapotó,São Sebastião,AL,12425168,Regularizada,Reserva Indigena,,,,
21501,Kararaô,Kayapó,Altamira,PA,3308375420,Regularizada,Tradicionalmente ocupada,,,,
21601,Karipuna,Karipuna,"Nova Mamoré , Porto Velho",RO,1529298600,Regularizada,Tradicionalmente ocupada,,,,
21701,Kariri-Xocó,Kariri - Xocó,"São Brás, Porto Real do Colegio",AL,699358,Regularizada,Tradicionalmente ocupada,,X,,
21702,Kariri-Xocó,Kariri - Xocó,"São Brás, Porto Real do Colegio",AL,46948823,Declarada,Tradicionalmente ocupada,Reestudo,,,
21801,Karitiana,Karitiana,Porto Velho,RO,89682138,Regularizada,Tradicionalmente ocupada,,,,
21901,Katukina/Kaxinawá,"Kaxinawá, Katukina",Feijó,AC,234740358,Regularizada,Tradicionalmente ocupada,,,,
22001,Kaxarari,Kaxarari,"Porto Velho, Labrea",AM/RO,1458899850,Regularizada,Tradicionalmente ocupada,,,,
22101,Kaxinawá Ashaninka do Rio Breu,"Ashaninka, Kaxinawa","Marechal Thaumaturgo, Jordão",AC,312778622,Regularizada,Tradicionalmente ocupada,,,,
22201,Kaxinawá Colônia Vinte e Sete,Kaxinawá,Tarauacá,AC,1051664,Regularizada,Tradicionalmente ocupada,,,,
22301,Kaxinawá da Praia do Carapanã,Kaxinawá,Tarauacá,AC,606987189,Regularizada,Tradicionalmente ocupada,,,,
22401,Kaxinawá do Baixo Rio Jordão,Kaxinawá,Jordão,AC,87264952,Regularizada,Tradicionalmente ocupada,,,,
22501,Kaxinawá do Rio Humaitá,Kaxinawá,Feijó,AC,1273835570,Regularizada,Tradicionalmente ocupada,,,,
22601,Kaxinawá do Rio Jordão,Kaxinawá,Jordão,AC,872937981,Regularizada,Tradicionalmente ocupada,,,,
22701,Kaxinawá Nova Olinda,Kaxinawá,Feijó,AC,275333987,Regularizada,Tradicionalmente ocupada,,,,
22801,Kaxinawá Seringal Independência,Kaxinawá,Jordão,AC,11584127,Regularizada,Dominial Indígena,,,,
22901,Cayabi,"Kaiabi, Munduruku e Apiaka",Jacareacanga,PA,1172465650,Regularizada,Tradicionalmente ocupada,,X,,
22902,Kayabi,Kaiabi,Oriximiná,MT/PA,10532576800,Regularizada,Tradicionalmente ocupada,Reestudo,,,
23001,Kayapó,Kayapó,"Cumaru do Norte, Bannach, Ourilandia do Norte, São Felix do Xingu",PA,32840049700,Regularizada,Tradicionalmente ocupada,,,,
